hs_code,description,version
01063900,"live birds, other than birds of prey, psittaciformes, ostriches, emus (dromaius novaehollandiae)",2022-now
01064100,live bees,2022-now
01064900,live insects other than bees,2022-now
01069000,"live animals, other than in subheading 010611 to 010649",2022-now
02011000,"carcasses and half-carcasses meat of bovine animals, fresh or chilled",2022-now
02012000,"other cuts with bone in meat of bovine animals, fresh or chilled",2022-now
02013000,"boneless meat of bovine animals, fresh or chilled",2022-now
02021000,"carcasses and half-carcasses meat of bovine animals, frozen",2022-now
02022000,"other cuts with bone in meat of bovine animals, frozen",2022-now
02023000,"boneless meat of bovine animals, frozen",2022-now
02031100,"carcasses and half-carcasses meat of swine, fresh or chilled",2022-now
02031200,"hams, shoulders and cuts thereof, with bone in meat of swine, fresh or chilled",2022-now
02031900,"meat of swine other than carcasses,half carcasses, hams, shoulders and cuts thereof, with bone in, fresh
or chilled",2022-now
02032100,"carcasses and half-carcasses meat of swine, frozen",2022-now
02032200,"hams, shoulders and cuts thereof, with bone in meat of swine, frozen",2022-now
02032900,"meat of swine other than carcasses,half carcasses, hams, shoulders and cuts thereof, with bone in,
frozen",2022-now
02041000,"carcasses and half-carcasses of lamb, fresh or chilled",2022-now
02042100,"carcasses and half-carcasses meat of sheep, fresh or chilled",2022-now
02042200,"other cuts with bone in meat of sheep, fresh or chilled",2022-now
02042300,"boneless meat of sheep, fresh or chilled",2022-now
02043000,"carcasses and half-carcasses of lamb, frozen",2022-now
02044100,"carcasses and half-carcasses meat of sheep, frozen",2022-now
02044200,"other cuts with bone in meat of sheep, frozen",2022-now
02044300,"boneless meat of sheep, frozen",2022-now
02045000,"meat of goats, fresh, chilled or frozen",2022-now
02050000,"meat of horses, asses, mules or hinnies, fresh, chilled or frozen",2022-now
02061000,"edible offal of bovine animals, fresh or chilled",2022-now
02062100,"tongues of bovine animals, frozen",2022-now
02062200,"livers of bovine animals, frozen",2022-now
02062900,"edible offal of bovine animals other than tongues and livers, frozen",2022-now
02063000,"edible offal of swine, fresh or chilled",2022-now
02064100,"livers of swine, frozen",2022-now
02064900,"edible offal of swine, other than livers, frozen",2022-now
02068000,"edible offal of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",2022-now
02069000,"edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",2022-now
02071100,"meat and edible offal of fowls of the species gallus domesticus, not cut in pieces, fresh or chilled",2022-now
02071200,"meat and edible offal of fowls of the species gallus domesticus, not cut in pieces, frozen",2022-now
02071300,"meat and edible offal of fowls of the species gallus domesticus, cuts and offal, fresh or chilled",2022-now
02071410,"wings of fowls of the species gallus domesticus, frozen",2022-now
02071420,"thighs of fowls of the species gallus domesticus, frozen",2022-now
02071430,"livers of fowls of the species gallus domesticus, frozen",2022-now
02071491,"mechanically deboned or separated meat of fowls of the species gallus domesticus, other than wings and
thighs, frozen",2022-now
02071499,"meat and edible offal of fowls of the species gallus domesticus, other than mechanically deboned or
separated meat, wings, thighs and livers, frozen",2022-now
02072400,"meat and edible offal of turkeys, not cut in pieces, fresh or chilled",2022-now
02072500,"meat and edible offal of turkeys, not cut in pieces, frozen",2022-now
02072600,"meat and edible offal of turkeys, cuts and offal, fresh or chilled",2022-now
02072710,"livers of turkeys, frozen",2022-now
02072791,"mechanically deboned or separated meat of turkeys, frozen",2022-now
02072799,"meat and edible offal of turkeys, cuts and offal, other than mechanically deboned or separated meat and
livers, frozen",2022-now
02074100,"meat and edible offal of ducks not cut in pieces, fresh or chilled",2022-now
02074200,"meat and edible offal of ducks not cut in pieces, frozen",2022-now
02074300,"fatty livers of ducks, fresh or chilled",2022-now
02074400,"meat and edible offal of ducks, cut in pieces and other than fatty livers, fresh or chilled",2022-now
02074510,"fatty livers of ducks, frozen",2022-now
02074590,"meat and edible offal of ducks, cut in pieces and other than fatty livers, frozen",2022-now
02075100,"meat and edible offal of geese, not cut in pieces, fresh or chilled",2022-now
02075200,"meat and edible offal of geese, not cut in pieces, frozen",2022-now
02075300,"fatty livers of geese, fresh or chilled",2022-now
02075400,"meat and edible offal of geese, cut in pieces and other than fatty livers, fresh or chilled",2022-now
02075510,"fatty livers of geese, frozen",2022-now
02075590,"meat and edible offal of geese, cut in pieces and other than fatty livers, frozen",2022-now
02076010,"meat and edible offal of guinea fowls, not cut in pieces, fresh or chilled",2022-now
02076020,"meat and edible offal of guinea fowls, not cut in pieces, frozen",2022-now
02076030,"meat and edible offal of guinea fowls, cuts and offal, fresh or chilled",2022-now
02076040,"meat and edible offal of guinea fowls, cuts and offal, frozen",2022-now
02081000,"meat and edible meat offal of rabbits or hares, fresh, chilled or frozen",2022-now
02083000,"meat and edible meat offal of primates, fresh, chilled or frozen",2022-now
02084010,"meat and edible meat offal of whales, dolphins and porpoises (mammals of the order cetacea), of manatees and dugongs (mammals of the order sirenia), fresh, chilled or frozen",2022-now
02084090,"meat and edible meat offal of seals, sea lions and walruses (mammals of the suborder pinnipedia), fresh,
chilled or frozen",2022-now
02085000,"meat and edible meat offal of reptiles (including snakes and turtles), fresh, chilled or frozen",2022-now
02086000,"meat and edible meat offal of camels and other camelids (camelidae), fresh, chilled or frozen",2022-now
02089010,"frogs' legs fresh, chilled or frozen",2022-now
02089090,"meat and edible meat offal, other than hs 02081000 to 02089010, fresh, chilled or frozen",2022-now
02091000,"pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried
or smoked",2022-now
02099000,"poultry fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine,
dried or smoked",2022-now
02101100,"hams, shoulders and cuts thereof, with bone in meat of swine, salted, in brine, dried or smoked",2022-now
02101200,"bellies (streaky) and cuts thereof meat of swine, salted, in brine, dried or smoked",2022-now
02101930,"bacon, boneless hams meat of swine, salted, in brine, dried or smoked",2022-now
02101990,"meat of swine, other than hams, shoulders and cuts thereof, with bone in, bellies (streaky) and cuts
thereof, bacon, boneless hams, salted, in brine, dried or smoked",2022-now
02102000,"meat of bovine animals, salted, in brine, dried or smoked",2022-now
02109100,"meat and edible meat offal of primates including edible flours and meals of meat or meat offal, salted, in
brine, dried or smoked",2022-now
02109210,"meat and edible meat offal of whales, dolphins and porpoises, of manatees and dugongs including edible
flours and meals of meat or meat offal , salted, in brine, dried or smoked",2022-now
02109290,"meat and edible meat offal of seals, sea lions and walruses (mammals of the suborder pinnipedia) including edible flours and meals of meat or meat offal , salted, in brine, dried or smoked",2022-now
02109300,"meat and edible meat offal of reptiles (including snakes and turtles) including edible flours and meals of
meat or meat offal, salted, in brine, dried/smoked",2022-now
02109910,freeze-dried diced chicken,2022-now
02109920,dried pork skin,2022-now
02109990,"meat and edible meat offal, other than hs code 02101100 to 02109920 including edible flours and meals
of meat or meat offal, salted, in brine, dried or smoked",2022-now
03011110,live fry freshwater ornamental fish,2022-now
03011191,live koi carp (cyprinus carpio) other than fry,2022-now
03011192,live goldfish (carassius auratus) other than fry,2022-now
03011193,live siamese fighting fish (beta splendens) other than fry,2022-now
03011195,live arowanas (scleropages formosus) other than fry,2022-now
03011199,"live freshwater ornamental fish, other than hs code 03011191 to 03011195, other than fry",2022-now
03011910,"live fry ornamental fish, other than freshwater fish",2022-now
03011990,"live ornamental fish other than freshwater fish, other than fry",2022-now
03019100,"live trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita,
oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster)",2022-now
03019200,live eels (anguilla spp),2022-now
03019321,"breeding, other than fry of cyprinus spp, carassius spp, ctenopharyngodon idellus, hypophthalmichthys
spp, cirrhinus spp, mylopharyngodon piceus",2022-now
03019322,"live fry of cyprinus spp, carassius spp, ctenopharyngodon idellus, hypophthalmichthys spp, cirrhinus spp,
mylopharyngodon piceus",2022-now
03019329,"live cyprinus spp, carassius spp, ctenopharyngodon idellus, hypophthalmichthys spp, cirrhinus spp,
mylopharyngodon piceus, other than breeding and fry",2022-now
03019331,"breeding, other than fry of catla catla, labeo spp, osteochilus hasselti, leptobarbus hoeveni, megalobrama
spp",2022-now
03019332,"live fry of catla catla, labeo spp, osteochilus hasselti, leptobarbus hoeveni, megalobrama spp",2022-now
03019339,"live catla catla, labeo spp, osteochilus hasselti, leptobarbus hoeveni, megalobrama spp, other than
breeding and fry",2022-now
03019400,"live atlantic and pacific bluefin tunas (thunnus thynnus, thunnus orientalis)",2022-now
03019500,live southern bluefin tunas (thunnus maccoyii),2022-now
03019911,"live fry of milkfish and grouper, breeding",2022-now
03019919,"live fry of milkfish and grouper, other than breeding",2022-now
03019922,"live fry of other carp, breeding",2022-now
03019923,"live fry of other carp, other than breeding",2022-now
03019924,"live fish fry, other than hs code 03019100 to 03019923, breeding",2022-now
03019929,"live fish fry, other than hs code 03019100 to 03019923, other than breeding",2022-now
03019931,"live milkfish, other than fry, breeding",2022-now
03019932,"live milkfish, other than fry, other than breeding",2022-now
03019933,"live leopard coral grouper (plectropomus leopardus)r, other than fry",2022-now
03019934,"live brown-marbled grouper (epinephelus fuscoguttatus), other than fry",2022-now
03019935,"live humpback grouper (cromileptes altivelis), other than fry",2022-now
03019936,"live grouper other than leopard coral, brown-marbled, and humpback, other than fry",2022-now
03019941,live tilapias (oreochromis spp),2022-now
03019942,"live carp, for breeding",2022-now
03019949,"live freshwater fish, n.ec in heading 0301 and other than carp for breeding",2022-now
03019950,"live marine fish, n.e.c in heading 0301",2022-now
03019990,"live fish, other than freshwater and marine fish",2022-now
03021100,"trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster), fresh or chilled",2022-now
03021300,"pacific salmon (oncorhynchus nerka, oncorhynchus gorbuscha, oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou and oncorhynchus rhodurus), fresh or chilled",2022-now
03021400,"atlantic salmon (salmo salar) and danube salmon (hucho hucho), fresh or chilled",2022-now
03021900,"salmonidae other than trout, pacific salmon, atlantic salmon and danube salmon, fresh or chilled",2022-now
03022100,"halibut (reinhardtius hippoglossoides, hippoglossus hippoglossus, hippoglossus stenolepis), fresh or
chilled",2022-now
03022200,"plaice (pleuronectes platessa), fresh or chilled",2022-now
03022300,"sole (solea spp), fresh or chilled",2022-now
03022400,"turbots (psetta maxima), fresh or chilled",2022-now
03022900,"flat fish (pleuronectidae, bothidae, cynoglossidae, soleidae, scophthalmidae and citharidae) other than
halibut, plaice, sole, turbots, fresh or chilled",2022-now
03023100,"albacore or longfinned tunas (thunnus alalunga), fresh or chilled",2022-now
03023200,"yellowfin tunas (thunnus albacares), fresh or chilled",2022-now
03023300,"skipjack tuna (stripe-bellied bonito) (katsuwonus pelamis), fresh or chilled",2022-now
03023400,"bigeye tunas (thunnus obesus), fresh or chilled",2022-now
03023500,"atlantic and pacific bluefin tunas (thunnus thynnus, thunnus orientalis), fresh or chilled",2022-now
03023600,"southern bluefin tunas (thunnus maccoyii), fresh or chilled",2022-now
03023900,"tunas other than albacore tunas, yellowfin tunas, skipjack tuna, bigeye tunas, atlantic and pacific bluefin
tunas, southern bluefin tunas, fresh or chilled",2022-now
03024100,"herrings (clupea harengus, clupea pallasii), fresh or chilled",2022-now
03024200,"anchovies (engraulis spp), fresh or chilled",2022-now
03024300,"sardines (sardina pilchardus, sardinops spp), sardinella (sardinella spp), brisling or sprats (sprattus
sprattus), fresh or chilled",2022-now
03024400,"mackerel (scomber scombrus, scomber australasicus, scomber japonicus), fresh or chilled",2022-now
03024500,"jack and horse mackerel (trachurus spp), fresh or chilled",2022-now
03024600,"cobia (rachycentron canadum), fresh or chilled",2022-now
03024700,"swordfish (xiphias gladius), fresh or chilled",2022-now
03024900,"sardinella, brisling or sprats, indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, pacific saury, scads, capelin, kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled",2022-now
03025100,"cod (gadus morhua, gadus ogac, gadus macrocephalus), fresh or chilled",2022-now
03025200,"haddock (melanogrammus aeglefinus), fresh or chilled",2022-now
03025300,"coalfish (pollachius virens), fresh or chilled",2022-now
03025400,"hake (merluccius spp, urophycis spp), fresh or chilled",2022-now
03025500,"alaska pollock (theragra chalcogramma), fresh or chilled",2022-now
03025600,"blue whitings (micromesistius poutassou, micromesistius australis), fresh or chilled",2022-now
03025900,"fish of the families bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae and muraenolepididae other than of hs 030251-030256, fresh or chilled",2022-now
03027100,"tilapias (oreochromis spp), fresh or chilled",2022-now
03027210,"yellowtail catfish (pangasius pangasius), fresh or chilled",2022-now
03027290,"catfish (pangasius spp, silurus spp, clarias spp, ictalurus spp) other than yellowtail catfish, fresh or chilled",2022-now
03027300,"carp (cyprinus, carassius, ctenopharyngodon idellus, hypophthalmichthys, cirrhinus, mylopharyngodon piceus, catla catla, labeo, osteochilus hasselti, leptobarbus hoeveni, megalobrama), fresh or chilled",2022-now
03027400,"eels (anguilla spp), fresh or chilled",2022-now
03027900,"nile perch (lates niloticus) and snakeheads (channa spp), fresh or chilled",2022-now
03028100,"dogfish and other sharks, fresh or chilled",2022-now
03028200,"rays and skates (rajidae), fresh or chilled",2022-now
03028300,"toothfish (dissostichus spp), fresh or chilled",2022-now
03028400,"seabass (dicentrarchus spp), fresh or chilled",2022-now
03028500,"seabream (sparidae), fresh or chilled",2022-now
03028911,"grouper, fresh or chilled",2022-now
03028912,"longfin mojarra (pentaprion longimanus), fresh or chilled",2022-now
03028913,"bluntnose lizardfish (trachinocephalus myops), fresh or chilled",2022-now
03028914,"savalai hairtails (lepturacanthus savala), belanger’s croakers (johnius belangerii), reeve’s croakers
(chrysochir aureus) and bigeye croakers (pennahia anea), fresh or chilled",2022-now
03028915,"indian threadfins (polynemus indicus), fresh or chilled",2022-now
03028916,"torpedo scads (megalaspis cordyla), spotted sicklefish (drepane punctata) and great barracudas
(sphyraena barracuda), fresh or chilled",2022-now
03028917,"black pomfrets (parastromatus niger), fresh or chilled",2022-now
03028918,"mangrove red snappers (lutjanus argentimaculatus), fresh or chilled",2022-now
03028919,"fresh or chilled marine fish, other than hs code 03028911 to 03028918",2022-now
03028922,"swamp barb (puntius chola), fresh or chilled",2022-now
03028923,"silver grunts (pomadasys argenteus), fresh or chilled",2022-now
03028927,"hilsa shad (tenualosa ilisha), fresh or chilled",2022-now
03028928,"wallago (wallago attu) and giant river-catfish (sperata seenghala), fresh or chilled",2022-now
03028929,"fresh or chilled fish other than marine fish, other than hs code 03028922 to 03028929",2022-now
03029100,"livers, roes and milt, fresh or chilled",2022-now
03029200,"shark fins, fresh or chilled",2022-now
03029900,"heads, tails, maws and other edible fish offal, other than shark fins, livers, roes and milt, fresh or chilled",2022-now
03031100,"sockeye salmon (red salmon) (oncorhynchus nerka), frozen",2022-now
03031200,"pacific salmon (oncorhynchus gorbuscha, oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou and oncorhynchus rhodurus), frozen",2022-now
03031300,"atlantic salmon (salmo salar) and danube salmon (hucho hucho), frozen",2022-now
03031400,"trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster), frozen",2022-now
03031900,"salmonidae other than sockeye salmon, pacific salmon, atlantic salmon, trout, frozen",2022-now
03032300,"tilapias (oreochromis spp), frozen",2022-now
03032400,"catfish (pangasius spp, silurus spp, clarias spp, ictalurus spp), frozen",2022-now
03032500,"carp (cyprinus, carassius, ctenopharyngodon idellus, hypophthalmichthys, cirrhinus, mylopharyngodon piceus, catla catla, labeo, osteochilus hasselti, leptobarbus hoeveni, megalobrama), frozen",2022-now
03032600,"eels (anguilla spp), frozen",2022-now
03032900,"nile perch (lates niloticus) and snakeheads (channa spp), frozen",2022-now
03033100,"halibut (reinhardtius hippoglossoides, hippoglossus hippoglossus, hippoglossus stenolepis), frozen",2022-now
03033200,"plaice (pleuronectes platessa), frozen",2022-now
03033300,"sole (solea spp), frozen",2022-now
03033400,"turbots (psetta maxima), frozen",2022-now
03033900,"flat fish (pleuronectidae, bothidae, cynoglossidae, soleidae, scophthalmidae and citharidae) other than
halibut, plaice, sole, turbots, frozen",2022-now
03034100,"albacore or longfinned tunas (thunnus alalunga), frozen",2022-now
03034200,"yellowfin tunas (thunnus albacares), frozen",2022-now
03034300,"skipjack tuna (stripe-bellied bonito) (katsuwonus pelamis), frozen",2022-now
03034400,"bigeye tunas (thunnus obesus), frozen",2022-now
03034510,"atlantic bluefin tunas (thunnus thynnus, thunnus orientalis), frozen",2022-now
03034590,"pacific bluefin tunas (thunnus thynnus, thunnus orientalis), frozen",2022-now
03034600,"southern bluefin tunas (thunnus maccoyii), frozen",2022-now
03034910,"longtail tuna (thunnus tonggol), frozen",2022-now
03034990,"tunas (of the genus thunnus), other than hs code 03024100 to 03024910, frozen",2022-now
03035100,"herrings (clupea harengus, clupea pallasii), frozen",2022-now
03035300,"sardines (sardina pilchardus, sardinops spp), sardinella (sardinella spp), brisling or sprats (sprattus
sprattus), frozen",2022-now
03035410,"mackerel (scomber scombrus, scomber australasicus), frozen",2022-now
03035420,"pacific mackerel (scomber japonicus), frozen",2022-now
03035500,"jack and horse mackerel (trachurus spp), frozen",2022-now
03035600,"cobia (rachycentron canadum), frozen",2022-now
03035700,"swordfish (xiphias gladius), frozen",2022-now
03035910,"indian mackerels (rastrelliger kanagurta), island mackerels (rastrelliger faughni), frozen",2022-now
03035920,"silver pomfrets (pampus spp), frozen",2022-now
03035990,"anchovies, brisling or sprats, scomberomorus spp, caranx spp, pacific saury, decapterus spp, capelin,
euthynnusaffinis, sarda spp, marlins, sailfishes, istiophoridae, frozen",2022-now
03036300,"cod (gadus morhua, gadus ogac, gadus macrocephalus), frozen",2022-now
03036400,"haddock (melanogrammus aeglefinus), frozen",2022-now
03036500,"coalfish (pollachius virens), frozen",2022-now
03036600,"hake (merluccius spp, urophycis spp), frozen",2022-now
03036700,"alaska pollock (theragra chalcogramma), frozen",2022-now
03036800,"blue whitings (micromesistius poutassou, micromesistius australis), frozen",2022-now
03036900,"fish of the families bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae,
moridae and muraenolepididae other than of hs code 030336-030368, frozen",2022-now
03038100,"dogfish and other sharks, frozen",2022-now
03038200,"rays and skates (rajidae), frozen",2022-now
03038300,"toothfish (dissostichus spp), frozen",2022-now
03038400,"seabass (dicentrarchus spp), frozen",2022-now
03038911,"grouper, frozen",2022-now
03038913,"bluntnose lizardfish (trachinocephalus myops), frozen",2022-now
03038914,"savalai hairtails (lepturacanthus savala), belanger’s croakers (johnius belangerii), reeve’s croakers
(chrysochir aureus) and bigeye croakers (pennahia anea), frozen",2022-now
03038915,"indian threadfins (polynemus indicus), frozen",2022-now
03038916,"torpedo scads (megalaspis cordyla), spotted sicklefish (drepane punctata) and great barracudas
(sphyraena barracuda), frozen",2022-now
03038917,"black pomfrets (parastromatus niger), frozen",2022-now
03038918,"mangrove red snappers (lutjanus argentimaculatus), frozen",2022-now
03038919,"frozen marine fish, other than hs code 03038911 to 03038918",2022-now
03038922,"swamp barb (puntius chola), frozen",2022-now
03038923,"milkfish (chanos chanos), frozen",2022-now
03038924,"silver grunts (pomadasys argenteus), frozen",2022-now
03038927,"hilsa shad (tenualosa ilisha), frozen",2022-now
03038928,"wallago (wallago attu) and giant river-catfish (sperata seenghala), frozen",2022-now
03038929,"frozen fish, other than marine fish, other than hs code 03038922 to 03038928",2022-now
03039100,"livers, roes and milt, frozen",2022-now
03039200,"shark fins, frozen",2022-now
03039900,"heads, tails, maws and other edible fish offal other than shark fins, livers, roes and milt, frozen",2022-now
03043100,fresh or chilled fillets of tilapias (oreochromis spp),2022-now
03043200,"fresh or chilled fillets of catfish (pangasius spp, silurus spp, clarias spp, ictalurus spp)",2022-now
03043300,fresh or chilled fillets of nile perch (lates niloticus),2022-now
03043900,"fresh/chilled fillets of carp (cyprinus, carassius, cteno. idellus, hypophthalmichthys, cirrhinus, myloph. piceus, catla, labeo, osteo. hasselti, lepto. hoeveni, megalobrama), eels (anguilla), channa",2022-now
03044100,"fresh/chilled fillets of pacific salmon (oncorhynchus nerka, oncor. gorbuscha, oncor. keta, oncor. tschawytscha, oncor. kisutch, oncor. masou and oncor. rhodurus), salmo salar and danube salmon",2022-now
03044200,"fresh or chilled fillets of trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster)",2022-now
03044300,"fresh or chilled fillets of flat fish (pleuronectidae, bothidae, cynoglossidae, soleidae, scophthalmidae and
citharidae)",2022-now
03044400,"fresh or chilled fillets of fish of the families bregmacerotidae, euclichthyidae, gadidae, macrouridae,
melanonidae, merlucciidae, moridae and muraenolepididae",2022-now
03044500,fresh or chilled fillets of swordfish (xiphias gladius),2022-now
03044600,fresh or chilled fillets of toothfish (dissostichus spp),2022-now
03044700,fresh or chilled fillets of dogfish and other sharks,2022-now
03044800,fresh or chilled fillets of rays and skates (rajidae),2022-now
03044900,"fresh or chilled fillets of other fish, other than in subheading 030431 to 030448",2022-now
03045100,"fresh or chilled other fish meat (whether or not minced) of tilapias, catfish, carp, eels (anguilla spp), nile
perch (lates niloticus) and snakeheads (channa spp)",2022-now
03045200,fresh or chilled other fish meat (whether or not minced) of salmonidae,2022-now
03045300,"fresh or chilled other fish meat (whether or not minced) of fish of the families bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae and muraenolepididae",2022-now
03045400,fresh or chilled other fish meat (whether or not minced) of swordfish (xiphias gladius),2022-now
03045500,fresh or chilled other fish meat (whether or not minced) of toothfish (dissostichus spp),2022-now
03045600,fresh or chilled other fish meat (whether or not minced) of dogfish and other sharks,2022-now
03045700,fresh or chilled other fish meat (whether or not minced) of rays and skates (rajidae),2022-now
03045900,"fresh or chilled other fish meat (whether or not minced) of other fish, other than in subheading 030451 to
030457",2022-now
03046100,frozen fillets of tilapias (oreochromis spp),2022-now
03046200,"frozen fillets of catfish (pangasius spp, silurus spp, clarias spp, ictalurus spp)",2022-now
03046300,frozen fillets of nile perch (lates niloticus),2022-now
03046900,"frozen fillets of carp (cyprinus, carassius, ctenoph. idellus, hypophthalmichthys, cirrhinus, myloph. piceus, catla catla, labeo, oste. hasselti, lepto. hoeveni, megalobrama spp), eels, channa spp",2022-now
03047100,"frozen fillets of cod (gadus morhua, gadus ogac, gadus macrocephalus)",2022-now
03047200,frozen fillets of haddock (melanogrammus aeglefinus),2022-now
03047300,frozen fillets of coalfish (pollachius virens),2022-now
03047400,"frozen fillets of hake (merluccius spp, urophycis spp)",2022-now
03047500,frozen fillets of alaska pollock (theragra chalcogramma),2022-now
03047900,"frozen fillets of fish of the families bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae and muraenolepididae other than hs 030471-030475",2022-now
03048100,"frozen fillets of pacific salmon(oncorhynchus nerka, oncor. gorbuscha, oncor. keta, oncor. tschawytscha, oncor. kisutch, oncor. masou, oncor. rhodurus), atlantic salmon (salmo salar) and danube salmon",2022-now
03048200,"frozen fillets of trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache and oncorhynchus chrysogaster)",2022-now
03048300,"frozen fillets of flat fish (pleuronectidae, bothidae, cynoglossidae, soleidae, scophthalmidae and
citharidae)",2022-now
03048400,frozen fillets of swordfish (xiphias gladius),2022-now
03048500,frozen fillets of toothfish (dissostichus spp),2022-now
03048600,"frozen fillets of herrings (clupea harengus, clupea pallasii)",2022-now
03048700,"frozen fillets of tunas (of the genus thunnus), skipjack tuna (stripe-bellied bonito) (katsuwonus pelamis)",2022-now
03048800,"frozen fillets of dogfish, other sharks, rays and skates (rajidae)",2022-now
03048910,frozen fillets of mahi-mahi (coryphaena hippurus),2022-now
03048990,"frozen fillets of other fish, other than hs code 03048100 to 03048910",2022-now
03049100,frozen other fish meat (whether or not minced) of swordfish (xiphias gladius),2022-now
03049200,frozen other fish meat (whether or not minced) of toothfish (dissostichus spp),2022-now
03049300,"frozen other fish meat (whether or not minced) of tilapias (oreochromis spp), catfish (pangasius spp, silurus spp, clarias spp, ictalurus spp), carp, eels (anguilla spp), nile perch (lates niloticus) and
snakeheads (channa spp)",2022-now
03049400,frozen other fish meat (whether or not minced) of alaska pollock (theragra chalcogramma),2022-now
03049500,"frozen other fish meat (whether/not minced) of fish of the fam. bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae and muraenolepididae, oth than alaska pollock",2022-now
03049600,frozen other fish meat (whether or not minced) of dogfish and other sharks,2022-now
03049700,frozen other fish meat (whether or not minced) of rays and skates (rajidae),2022-now
03049910,frozen of surimi (minced fish meat),2022-now
03049990,"frozen other fish meat (whether or not minced) of other fish, other than hs code 03049100 to 03049910",2022-now
03052010,"livers, roes and milt of freshwater fish, dried, salted or in brine",2022-now
03052090,"livers, roes and milt of fish, smoked, dried, salted or in brine, other than freshwater fish, dried, salted or in
brine",2022-now
03053100,"fish fillets of tilapias, catfish, carp, eels (anguilla spp), nile perch (lates niloticus) and snakeheads
(channa spp), dried, salted or in brine, but not smoked",2022-now
03053200,"fish fillets of fish of the families bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae and muraenolepididae, dried, salted or in brine, but not smoked",2022-now
03053910,"fish fillets of freshwater garfish (xenentodon cancila), yellowstriped goatfish (upeneus vittatus) and long- rakered trevally (ulua mentalis), dried, salted or in brine, but not smoked",2022-now
03053920,"fish fillets of savalai hairtails, belanger’s croakers (johnius belangerii), reeve’s croakers (chrysochir aureus) and bigeye croakers (pennahia anea), dried, salted or in brine, but not smoked",2022-now
03053991,"fish fillets of other freshwater fish, dried, salted or in brine, but not smoked, not elsewhere classified in
heading 0305",2022-now
03053992,"fish fillets of marine fish, dried, salted or in brine, but not smoked, not elsewhere classified in heading
0305",2022-now
03053999,"fish fillets of fish other than freshwater and marine fish n.e.c in heading 0305, dried, salted or in brine, but
not smoked",2022-now
03054100,"smoked fish, including fillets, other than edible fish offal of pacific salmon, atlantic salmon (salmo salar)
and danube salmon (hucho hucho)",2022-now
03054200,"smoked fish, including fillets, other than edible fish offal of herrings (clupea harengus, clupea pallasii)",2022-now
03054300,"smoked fish, including fillets, oth than edible fish offal of trout (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, o. apache and o. chrysogaster)",2022-now
03054400,"smoked fish, including fillets, other than edible fish offal of tilapias (oreochromis), catfish (pangasius, silurus, clarias, ictalurus spp), carp, eels (anguilla), nile perch and snakeheads (channa)",2022-now
03054910,"smoked fish, including fillets, other than edible fish offal of skipjack tuna (stripe-bellied bonito)
(katsuwonus pelamis)",2022-now
03054990,"smoked fish, including fillets, other than edible fish offal, not elsewhere classified in heading 0305",2022-now
03055100,"dried fish, other than edible fish offal, whether or not salted but not smoked of cod (gadus morhua, gadus
ogac, gadus macrocephalus)",2022-now
03055200,"dried fish, oth than edible fish offal, w.o.n salted but not smoked of tilapias (oreochromis), catfish (pangasius, silurus, clarias, ictalurus spp), carp, eels , nile perch and snakeheads (channa)",2022-now
03055300,"dried fish, w.o.n salted but not smoked fish of the fam. bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae & muraenolepididae, oth than cod",2022-now
