hs_code,description,version
0101100000,"asses, mules and hinnies",1999-2008
0101903000,horses for other purposes,1999-2008
0101909000,"asses, mules and hinnies",1999-2008
0102100000,pure-bred breeding live bovine animals,1999-2008
0102901000,cattles weighing not more than 350 kg,1999-2008
0102902000,other cows & buffaloes other than pure-bred breeding animals,1999-2008
0102909000,other cows & buffaloes other than pure-bred breeding animals,1999-2008
0103100000,live swine pure-bred breeding animals,1999-2008
0103910000,live swine weighing less than 50 kg,1999-2008
0103920000,live swine weighing 50 kg or more,1999-2008
0104101000,sheep pure-bred breeding animals,1999-2008
0104109000,sheep other than pure-bred breedinganimals,1999-2008
0104201000,goats pure-bred breeding animals,1999-2008
0104209000,goats other pure - bred breeding animals,1999-2008
0105111000,"fowls pure-bred breeding animals, weight lt. 185 gram",1999-2008
0105119000,"fowls other than pure-bred breeding animals, weight lt. 185 gram",1999-2008
0105121000,pure-bred breeding live turkeys animals,1999-2008
0105129000,other live turkeys,1999-2008
0105191000,"other than fowls pure-bred breedinganimals, weight lt. 185 gram",1999-2008
0105193000,"other than fowls pure-bred breedinganimals, weight lt. 185 gram",1999-2008
0105199000,"fowl other than pure-bred breeding animals, weight lt. 185 gram",1999-2008
0105941000,pure-bred breeding live fowls ani mals weight lt. 2000 g,1999-2008
0105942000,other live fowls weight lt. 2000 g,1999-2008
0105943000,other live fowls weight > 2000 g,1999-2008
0105949000,other live fowls weight lt. 2000 g,1999-2008
0105991000,oth. than fowls pure-bred breeding animals weight >= 185 gram,1999-2008
0105992000,other than fowls other than pure- bred breeding animals weight>=185g,1999-2008
0105993000,oth. than fowls pure-bred breeding animals weight >= 185 gram,1999-2008
0105994000,other than fowls other than pure- bred breeding animals weight>=185g,1999-2008
0106110000,other live animals other pure-bred breeding animals,1999-2008
0106120000,other live animals other pure-bred breeding animals,1999-2008
0106190000,other live animals other pure-bred breeding animals,1999-2008
0106200000,other live animals other pure-bred breeding animals,1999-2008
0106310000,other live animals other pure-bred breeding animals,1999-2008
0106320000,other live animals other pure-bred breeding animals,1999-2008
0106390000,other live animals other pure-bred breeding animals,1999-2008
0106900000,other live animals for human food other pure-bred breeding animals,1999-2008
0201100000,"meat of bovine animals, fresh or chilled carcasses & half-carcasses",1999-2008
0201200000,"meat of bovine animals, fresh or chilled other cuts with bone in",1999-2008
0201300000,"meat of bovine animals, fresh or chilled boneless",1999-2008
0202100000,"meat of bovine animals , frozen carcasses & half-carcasses",1999-2008
0202200000,"meat of bovine animals , frozen other cuts with bone in",1999-2008
0202300000,"meat of bovine animals, frozen boneless",1999-2008
0203110000,meat of swine fresh or chilled carcasses & half-carcasses,1999-2008
0203120000,"meat of swine fresh/chilled hams, shoulders &cuts therof,with bone i",1999-2008
0203190000,meat of swine fresh or chilled other than carcasses & hams,1999-2008
0203210000,meat of swine frozen carcasses andhalf-carcasses,1999-2008
0203220000,"meat of swine frozen hams,shoulders & cuts thereof, with bone in",1999-2008
0203290000,meat of swine frozen other than carcasses & hams,1999-2008
0204100000,carcasses and half-carcasses of lamb fresh / chilled,1999-2008
0204210000,"other meat of sheep, fresh/chilled carcasses and half-carcasses",1999-2008
0204220000,"other meat of sheep, fresh/chilled other cuts with bone in",1999-2008
0204230000,"other meat of sheep, fresh/chilled boneless",1999-2008
0204300000,"carcasses & half-carcasses of lamb,frozen",1999-2008
0204410000,"other meat of sheep, frozen carca- sses and half-carcasses",1999-2008
0204420000,"other meat of sheep, frozen other cuts with bone in",1999-2008
0204430000,"other meat of sheep,frozen boneless",1999-2008
0204500000,"meat of goats fresh, chilled or frozen",1999-2008
0205000000,"meat of horses, asses, mules or hinnies, fresh, chilled or frozen",1999-2008
0206100000,"edible offal of bovine animals, fresh or chilled",1999-2008
0206210000,"edible offal of bovine animals,fro-zen tongues",1999-2008
0206220000,"edible offal of bovine animals,fro-zen livers",1999-2008
0206290000,"other edible offal of bovine animals, frozen",1999-2008
0206300000,"edible offal of swine, fresh/chilld",1999-2008
0206410000,"edible offal of swine,frozen livers",1999-2008
0206490000,"edible offal of swine,frozen other than livers",1999-2008
0206800000,"other meat, fresh or chilled",1999-2008
0206900000,"other meat, frozen",1999-2008
0207110000,"fowls not cut in pieces, fresh or chilled",1999-2008
0207120000,"fowls not cut in pieces, frozen",1999-2008
0207130000,"fowls cuts and offal, fresh or chilled",1999-2008
0207141000,"fowls cuts and offal, frozen",1999-2008
0207142000,"fowls cuts and offal, frozen",1999-2008
0207143000,"fowls cuts and offal, frozen",1999-2008
0207149000,"fowls cuts and offal, frozen",1999-2008
0207240000,"turkeys not cut in pieces, fresh or chilled",1999-2008
0207250000,"turkeys not cut in pieces, frozen",1999-2008
0207260000,"turkeys cuts and offal, fresh or chilled",1999-2008
0207271000,"turkeys cuts and offal, frozen",1999-2008
0207279000,"turkeys cuts and offal, frozen",1999-2008
0207321000,"duck, geese not cut in pieces, fresh or chilled",1999-2008
0207322000,"duck, geese not cut in pieces, fresh or chilled",1999-2008
0207331000,"duck, geese not cut in pieces, fro zen",1999-2008
0207332000,"duck, geese not cut in pieces, fro zen",1999-2008
0207340000,"fatty livers of duck or geese, fresh or chilled",1999-2008
0207350000,"other meat of ducks or geese, fresh or chilled",1999-2008
0207361000,"other meat of ducks or geese, fro zen",1999-2008
0207369000,"other meat of ducks or geese, fro zen",1999-2008
0208100000,"meat of rabbits or hares, chilled or frozen",1999-2008
0208300000,other meat of frogs,1999-2008
0208400000,other meat of frogs,1999-2008
0208500000,other meat of frogs,1999-2008
0208900010,meat & edible meat offal of frogs legs fresh or chilled,1999-2008
0208900090,other meat of frogs,1999-2008
0209000000,"pig fat free of lean meat & poultryfat salted, in brine, dried or smo",1999-2008
0210110000,"meat of swine hams, shoulders & cuts thereof, with bone in",1999-2008
0210120000,meat of swine bellies ( streaky ) &cuts thereof,1999-2008
0210191000,other meat of swine,1999-2008
0210192000,other meat of swine,1999-2008
0210199000,other meat of swine,1999-2008
0210200000,meat of bovine animals,1999-2008
0210910000,edible flours & meals other than salted or in brine,1999-2008
0210920000,edible flours & meals other than salted or in brine,1999-2008
0210930000,edible flours & meals other than salted or in brine,1999-2008
0210991000,edible flours & meals other than salted or in brine,1999-2008
0210992000,edible flours & meals other than salted or in brine,1999-2008
0210999000,edible flours & meals other than salted or in brine,1999-2008
0301101000,ornamental fish fry,1999-2008
0301102000,marine ornamental fish,1999-2008
0301103000,fresh water ornamental fish (live),1999-2008
0301910000,trout other than fish fry,1999-2008
0301920000,eels other than fish fry,1999-2008
0301931000,carp other than fish fry,1999-2008
0301939000,carp fish fry,1999-2008
0301940000,carp fish fry,1999-2008
0301950000,carp fish fry,1999-2008
0301991100,other live fish fry,1999-2008
0301991900,other live fish fry,1999-2008
0301992100,other live fish,1999-2008
0301992900,other live fish,1999-2008
0301993100,other live fish,1999-2008
0301993910,other live fish,1999-2008
0301993990,other live fish,1999-2008
0301994010,other live fish,1999-2008
0301994090,other live fish,1999-2008
0302110000,trout fresh or chilled,1999-2008
0302120000,pacific salmon fresh or chilled,1999-2008
0302190000,"other fish, fresh or chilled",1999-2008
0302210000,halibut fresh or chilled,1999-2008
0302220000,plaice fresh or chilled,1999-2008
0302230000,sole fresh or chilled,1999-2008
0302290000,"other flat fish, fresh or chilled",1999-2008
0302310000,albacore or longfinned tunas fresh or chilled,1999-2008
0302320000,yellowfin tunas fresh or chilled,1999-2008
0302330000,skipjack or stripe-bellied bonito fresh or chilled,1999-2008
0302340000,other tunas fresh or chilled,1999-2008
0302350000,other tunas fresh or chilled,1999-2008
0302360000,other tunas fresh or chilled,1999-2008
0302390000,other tunas fresh or chilled,1999-2008
0302400000,herrings fresh or chilled,1999-2008
0302500000,cod fresh or chilled,1999-2008
0302610000,sardines fresh or chilled,1999-2008
0302620000,haddock fresh or chilled,1999-2008
0302630000,coalfish fresh or chilled,1999-2008
0302640000,mackerel fresh or chilled,1999-2008
0302650000,dogfish & oth. sharks fresh/chilled,1999-2008
0302660000,eels fresh or chilled,1999-2008
0302670000,other marine fish fresh or chilled,1999-2008
0302680000,marine fish fresh or chilled,1999-2008
0302691010,marine fish fresh or chilled,1999-2008
0302691090,marine fish fresh or chilled,1999-2008
0302692010,other marine fish fresh or chilled,1999-2008
0302692090,other marine fish fresh or chilled,1999-2008
0302700000,livers of fish fresh or chilled,1999-2008
0303110000,pacific salmon frozen,1999-2008
0303190000,pacific salmon frozen,1999-2008
0303210000,trout frozen,1999-2008
0303220000,atlantic salmon frozen,1999-2008
0303290000,other salmonidae frozen,1999-2008
0303310000,halibut frozen,1999-2008
0303320000,plaice frozen,1999-2008
0303330000,sole frozen,1999-2008
0303390000,other flat fish frozen,1999-2008
0303410000,albacore or longfinned tunas frozen,1999-2008
0303420000,yellowfin tunas frozen,1999-2008
0303430000,skipjack or stripe-bellied bonito frozen,1999-2008
0303440000,other tunas fish frozen,1999-2008
0303450000,other tunas fish frozen,1999-2008
0303460000,other tunas fish frozen,1999-2008
0303490000,other tunas fish frozen,1999-2008
0303510000,herrings frozen,1999-2008
0303520000,cod frozen,1999-2008
0303610000,marine fish frozen,1999-2008
0303620000,marine fish frozen,1999-2008
0303710000,sardines frozen,1999-2008
0303720000,haddock frozen,1999-2008
0303730000,coalfish frozen (pollachius virens),1999-2008
0303740000,"mackerel frozen (scomber scombrus, scober australasicus, s. japonicus",1999-2008
0303750000,dogfish and other sharks frozen,1999-2008
0303760000,eels frozen,1999-2008
0303770000,sea bass frozen,1999-2008
0303780000,hake frozen,1999-2008
0303791010,marine fish frozen,1999-2008
0303791090,marine fish frozen,1999-2008
0303792010,other than marine fish frozen,1999-2008
0303792090,other than marine fish frozen,1999-2008
0303801000,livers of fish frozen,1999-2008
0303802000,roes of tunas,1999-2008
0304110000,fish fillets fresh or chilled,1999-2008
0304120000,fish fillets fresh or chilled,1999-2008
0304190000,fish fillets fresh or chilled,1999-2008
0304210000,frozen fillets,1999-2008
0304220000,frozen fillets,1999-2008
0304290000,other fish meat of marine fish,1999-2008
0304910000,other fish meat of marine fish,1999-2008
0304920000,other fish meat of marine fish,1999-2008
0304990000,other fish meat of marine fish,1999-2008
0305100000,fish meal fit for human consumption,1999-2008
0305201000,livers & roes other than smoked,1999-2008
0305209000,livers & roes other than smoked,1999-2008
0305300000,"fish fillets, dried, salted or in brine, but not smoked",1999-2008
0305410000,pacific salmon smoked,1999-2008
0305420000,herrings smoked,1999-2008
0305490000,other than salmon & herring smoked,1999-2008
0305510000,"cod dried (gadus morhua, gadus ogacgadus macrocephalus )",1999-2008
0305591000,shark fins dried,1999-2008
0305592000,teri fish dried,1999-2008
0305599000,other dried fished whether or not salted but not smoked,1999-2008
0305610000,"herrings salted (clupea harengus, clupea pallasii )",1999-2008
0305620000,"cod salted (gadus morhua,gadus ogacgadus macrocephalus)",1999-2008
0305630000,anchovies salted (engraulis spp),1999-2008
0305691000,teri fish salted,1999-2008
0305699000,"other fish, salted but not dried or smoked",1999-2008
0306110000,rock lobsters & other sea crawfish frozen,1999-2008
0306120000,lobsters frozen,1999-2008
0306130000,shrimps and prawns frozen,1999-2008
0306140000,crabs frozen,1999-2008
0306190000,crayfish frozen,1999-2008
0306211000,rock lobster & other sea crawfish other than in airtight container,1999-2008
0306212000,rock lobster & other sea crawfish other than in airtight container,1999-2008
0306213000,rock lobster & other sea crawfish other than in airtight container,1999-2008
0306219100,rock lobster & other sea crawfish other than in airtight container,1999-2008
0306219900,rock lobster & other sea crawfish other than in airtight container,1999-2008
0306221000,lobster oth. than in airtight container,1999-2008
0306222000,lobster oth. than in airtight container,1999-2008
0306223000,lobster in airtight container,1999-2008
0306224100,lobster in airtight container,1999-2008
0306224900,lobster in airtight container,1999-2008
0306229100,lobster in airtight container,1999-2008
0306229900,lobster in airtight container,1999-2008
0306231000,shrimps and prawns other than in airtight container,1999-2008
0306232000,shrimps and prawns other than in airtight container,1999-2008
0306233000,shrimps and prawns other than in airtight container,1999-2008
0306234100,shrimps and prawns other than in airtight container,1999-2008
0306234900,shrimps and prawns other than in airtight container,1999-2008
0306239100,shrimps and prawns other than in airtight container,1999-2008
0306239900,shrimps and prawns other than in airtight container,1999-2008
0306241000,crabs other than in airtight cont.,1999-2008
0306242000,crabs in airtight container,1999-2008
0306249100,crabs in airtight container,1999-2008
0306249900,crabs in airtight container,1999-2008
0306291000,other cray fish,1999-2008
0306292000,other cray fish,1999-2008
0306299100,other cray fish,1999-2008
0306299900,other cray fish,1999-2008
0307101000,oysters fit for human consumption,1999-2008
0307102000,oysters fit for human consumption,1999-2008
0307103000,oysters fit for human consumption,1999-2008
0307211000,"scallops live, fresh or chilled",1999-2008
0307212000,"scallops live, fresh or chilled",1999-2008
0307291000,scallops frozen,1999-2008
0307292000,scallops other than frozen,1999-2008
0307311000,"mussels live, fresh or chilled",1999-2008
0307312000,"mussels live, fresh or chilled",1999-2008
0307391000,mussels frozen,1999-2008
0307392000,mussels other than frozen,1999-2008
0307411000,"cuttle fish live, fresh or chilled",1999-2008
0307412000,"cuttle fish live, fresh or chilled",1999-2008
0307491000,cuttle fish frozen,1999-2008
0307492000,cuttle fish other than frozen,1999-2008
0307511000,"octopus live, fresh or chilled",1999-2008
0307512000,"octopus live, fresh or chilled",1999-2008
0307591000,octopus frozen,1999-2008
0307592000,octopus other than frozen,1999-2008
0307601000,"snails, other than sea snails",1999-2008
0307602000,"snails, other than sea snails",1999-2008
0307603000,"snails, other than sea snails",1999-2008
0307911000,"live, fresh or chilled of other mollusca",1999-2008
0307912000,"live, fresh or chilled of other mollusca",1999-2008
0307991000,jelly fish frozen,1999-2008
0307992000,other molluscs frozen,1999-2008
0307999000,jelly fish frozen,1999-2008
0401100000,"milk of a fat content, by weight, not exceeding 1 %",1999-2008
0401200000,"milk of a fat content, by weight 1-6 %",1999-2008
0401300000,"milk of a fat content, by weight, exceeding 6 %",1999-2008
0402103000,"milk & cream of fat lte. 1.5% added sugar in pow'r form,in pack.>=25",1999-2008
0402109000,"milk & cream of fat lte. 1.5% added sugar in pow'r form,in pack. lt.",1999-2008
0402212000,"other milk & cream not cont added sugar, weight lt. 25 kg, not in po",1999-2008
0402219000,"other milk & cream not cont added sugar, weight lt. 25 kg, not in po",1999-2008
0402292000,other milk & cream cont added sugar,1999-2008
0402299000,other milk & cream cont added sugar,1999-2008
0402910000,other milk & cream not added sugar or other sweetening matter,1999-2008
0402990000,other milk & cream added sugar or other sweetening matter,1999-2008
0403101100,yoghurt,1999-2008
0403101900,yoghurt,1999-2008
0403109100,yoghurt,1999-2008
0403109900,yoghurt,1999-2008
0403901000,"buttermilk, in packing >= 25 kg net",1999-2008
0403909000,"other buttermilk, in packing >= 25 kg net",1999-2008
0404101100,"whey, whether or not concentrated/ cont.added sugar/oth.sweetng matte",1999-2008
0404101900,"whey, whether or not concentrated/ cont.added sugar/oth.sweetng matte",1999-2008
0404109100,"whey, whether or not concentrated/ cont.added sugar/oth.sweetng matte",1999-2008
0404109900,"whey, whether or not concentrated/ cont.added sugar/oth.sweetng matte",1999-2008
0404900000,"oth. whey,whether/not concentrated/cont.added sugar/oth.sweetng matte",1999-2008
0405100000,butter,1999-2008
0405200000,dairy spreads,1999-2008
0405901000,other butter and fat derived from milk nes,1999-2008
0405902000,other butter and fat derived from milk nes,1999-2008
0405903000,other butter and fat derived from milk nes,1999-2008
0405909000,milk fat,1999-2008
0406101000,"fresh cheese (including whey cheese) not fermented, & curd",1999-2008
0406109000,"fresh cheese (including whey cheese) not fermented, & curd",1999-2008
0406201000,grated/powdered cheese of all kinds,1999-2008
0406209000,grated/powdered cheese of all kinds,1999-2008
0406300000,"processed cheese, not grated or powdered",1999-2008
0406400000,blue veined cheese,1999-2008
0406900000,other cheese,1999-2008
0407001100,bird eggs fresh for hatching,1999-2008
0407001200,bird eggs fresh for hatching,1999-2008
0407001900,bird eggs fresh for hatching,1999-2008
0407009100,bird eggs fresh not for hatching,1999-2008
0407009200,bird eggs fresh not for hatching,1999-2008
0407009900,bird eggs fresh not for hatching,1999-2008
0408110000,egg yolks dried,1999-2008
0408190000,egg yolks other than dried,1999-2008
0408910000,other than egg yolks dried,1999-2008
0408990000,other than egg yolks oth.than dried,1999-2008
0409000000,natural honey,1999-2008
0410001000,"edible products of animal origin, not elsewhere specified/included",1999-2008
0410009000,"edible products of animal origin, not elsewhere specified/included",1999-2008
0501000000,"human hair, unworked, whether or washed or scoured",1999-2008
0502100000,"pigs', hogs' or boars' bristles and hair and waste thereof",1999-2008
0502900000,"other pig's, hog's and other brush making hair",1999-2008
0504000000,"animal's guts, bladders and stomach fresh, chilled or frozen",1999-2008
0505101000,feathers of a kind used for stuff ing down,1999-2008
0505109000,feathers of a kind used for stuff ing down,1999-2008
0505901000,other parts of birds,1999-2008
0505909000,other parts of birds,1999-2008
0506100000,ossein and bones treated with acid,1999-2008
0506900000,other bones & horn - cores,1999-2008
0507101000,ivory other than powder,1999-2008
0507109000,ivory other than powder,1999-2008
0507901000,other hooves,1999-2008
0507902000,other hooves,1999-2008
0507909000,other hooves,1999-2008
0508001000,"coral and similar material, unworkd or simply prepared",1999-2008
0508002000,"coral and similar material, unworkd or simply prepared",1999-2008
0508009000,"coral and similar material, unworkd or simply prepared",1999-2008
0510001000,"ambergis, castoreum, civet and musk; cantharides",1999-2008
0510002000,"ambergis, castoreum, civet and musk; cantharides",1999-2008
0510009000,"ambergis, castoreum, civet and musk; cantharides",1999-2008
0511100000,bovine semen,1999-2008
0511911000,"product of fish or crustaceans, molluscs or other aquatic invertabrate",1999-2008
0511912000,"product of fish or crustaceans, molluscs or other aquatic invertabrate",1999-2008
0511913000,"product of fish or crustaceans, molluscs or other aquatic invertabrate",1999-2008
0511914000,"product of fish or crustaceans, molluscs or other aquatic invertabrate",1999-2008
0511919000,"product of fish or crustaceans, molluscs or other aquatic invertabrate",1999-2008
0511991100,"semen of swine, goats and sheep",1999-2008
0511991900,"semen of other swine, goats & sheep",1999-2008
0511992000,silk worm eggs,1999-2008
0511999000,other horsehair and the waste put up as layer,1999-2008
0601100000,"bulbs, tubers, tuberous roots,cormsand rhizomes, dormant",1999-2008
0601201000,other bulbs,1999-2008
0601202000,chicory roots,1999-2008
0601209000,other bulbs,1999-2008
0602101000,other unrooted cutting & slips of rubber woods,1999-2008
0602102000,rubber wood unrooted cutting and slips,1999-2008
0602109000,other unrooted cutting & slips of rubber woods,1999-2008
0602200000,"edible fruit or nut trees,shrubs and bushes, grafted or not",1999-2008
0602300000,"rhododendrons and azaleas, grafted or not",1999-2008
0602400000,"roses, grafted or not",1999-2008
0602901000,other orchid plants,1999-2008
0602902000,orchid plants : seedlings,1999-2008
0602903000,marine plants in aquarium,1999-2008
0602904000,other plants used in aquarium,1999-2008
0602905000,other plants used in aquarium,1999-2008
0602906000,rubber budwood,1999-2008
0602909000,other plants used in aquarium,1999-2008
0603110000,fresh cut flowers for ornamental purposes,1999-2008
0603120000,fresh cut flowers for ornamental purposes,1999-2008
0603130000,fresh cut flowers for ornamental purposes,1999-2008
0603140000,fresh cut flowers for ornamental purposes,1999-2008
0603190000,fresh cut flowers for ornamental purposes,1999-2008
0603900000,other fresh cut flowers for ornamental purposes,1999-2008
0604100000,moses and lichens other than fresh,1999-2008
0604910000,other moses and lichens fresh,1999-2008
0604990000,oth moses & lichens oth. than fresh,1999-2008
0701100000,"potatoses, fresh or chilled seed",1999-2008
0701900000,"potatoses, fresh / chilled other than seed",1999-2008
0702000000,"tomatoes, fresh or chilled.",1999-2008
0703101100,onions fresh or chilled,1999-2008
0703101900,onions fresh or chilled,1999-2008
0703102100,shallots fresh or chilled,1999-2008
0703102900,shallots fresh or chilled,1999-2008
0703201000,garlic fresh or chilled,1999-2008
0703209000,garlic fresh or chilled,1999-2008
0703901000,leeks & other alliaceous vegetables,1999-2008
0703909000,leeks & other alliaceous vegetables,1999-2008
0704101000,cauliflowers and headed broccoli fresh or chilled,1999-2008
0704102000,cauliflowers and headed broccoli fresh or chilled,1999-2008
0704200000,brussels sprouts fresh or chilled,1999-2008
0704901000,cabbages fresh or chilled,1999-2008
0704909000,other cabages fresh or chilled,1999-2008
0705110000,cabbage lettuce (head lettuce) fresh or chilled,1999-2008
0705190000,other lecttuce fresh or chilled,1999-2008
0705210000,witloop chicory fresh or chilled,1999-2008
0705290000,other chicory fresh or chilled,1999-2008
0706101000,carrots & turnips fresh / chilled,1999-2008
0706102000,carrots & turnips fresh / chilled,1999-2008
0706900000,"othersalad beetroot salsify, and other fresh or chilled",1999-2008
0707000000,gherkins fresh or chilled,1999-2008
0708100000,peas (pisum sativum) fresh/chilled,1999-2008
0708200000,"beans (vigna spp., phaseolus spp.) fresh or chilled",1999-2008
0708900000,other leguminous vegetables fresh or chilled,1999-2008
0709200000,asparagus fresh or chilled,1999-2008
0709300000,aubergines (egg-plants) fresh or chilled,1999-2008
0709400000,celery other than celeriac fresh orchilled,1999-2008
0709510000,mushrooms fresh or chilled,1999-2008
0709590000,truffles fresh or chilled,1999-2008
0709601000,fruits of the genus capsicum or of the genus pimenta fresh or chilled,1999-2008
0709609000,fruits of the genus capsicum or of the genus pimenta fresh or chilled,1999-2008
0709700000,"spinach,new zealand spinach &orachespinach fresh or chilled",1999-2008
0709901000,globe artichockes fresh or chilled,1999-2008
0709909000,"other vegetables, fresh or chilled nes",1999-2008
0710100000,potatoes frozen,1999-2008
0710210000,peas (pisum sativum) frozen,1999-2008
0710220000,"beans (vigna spp., phaseolus spp.) frozen",1999-2008
0710290000,other leguminous vegetable frozen,1999-2008
0710300000,"spinach, new zealand spinach and orache spinach frozen",1999-2008
0710400000,sweet corn frozen,1999-2008
0710800000,other vegetables frozen,1999-2008
0710900000,mixtures of vegetables frozen,1999-2008
0711201000,olives in airtight containers,1999-2008
0711209000,olives in airtight containers,1999-2008
0711401000,cucumber & gherkins oth in airtightcontainers,1999-2008
0711409000,cucumber & gherkins oth in airtightcontainers,1999-2008
0711511000,other preserved vegetables other than in airtight containers,1999-2008
0711519000,other preserved vegetables other than in airtight containers,1999-2008
0711591000,other preserved vegetables other than in airtight containers,1999-2008
0711599000,other preserved vegetables other than in airtight containers,1999-2008
0711901000,other preserved vegetables other than in airtight containers,1999-2008
0711902000,friuts of the genus capsicum / of the genus pimenta in airtight cont,1999-2008
0711903000,capers other than in airtight containers,1999-2008
0711904000,onions preserved in airtight con tainer,1999-2008
0711905000,onions preserved in airtight con tainer,1999-2008
0711906000,friuts of the genus capsicum / of the genus pimenta in airtight cont,1999-2008
0711909000,other preserved vegetables other than in airtight containers,1999-2008
0712200000,onions dried,1999-2008
0712310000,mushrooms and truffels dried,1999-2008
0712320000,mushrooms and truffels dried,1999-2008
0712330000,mushrooms and truffels dried,1999-2008
0712391000,mushrooms and truffels dried,1999-2008
0712392000,mushrooms and truffels dried,1999-2008
0712399000,mushrooms and truffels dried,1999-2008
0712901000,other vegetables dried,1999-2008
0712909000,other vegetables dried,1999-2008
0713101000,peas (pisum sativum) dried,1999-2008
0713109000,peas (pisum sativum) dried,1999-2008
0713201000,chickpeas (garbanzos) dried,1999-2008
0713209000,chickpeas (garbanzos) dried,1999-2008
0713311000,beans of the species vigna mungo hepper/ vigna radiata wilczek drie,1999-2008
0713319000,beans of the species vigna mungo hepper/ vigna radiata wilczek drie,1999-2008
0713321000,small red (adzuki) beans (phaseolusor vigna angularis ) dried,1999-2008
0713329000,small red (adzuki) beans (phaseolusor vigna angularis ) dried,1999-2008
0713331000,"kidney beans, including white pea beans (phaseolus vulgaris) dried",1999-2008
0713339000,"kidney beans, including white pea beans (phaseolus vulgaris) dried",1999-2008
0713391000,kidney beans,1999-2008
0713399000,kidney beans,1999-2008
0713401000,lentils dried,1999-2008
0713409000,lentils dried,1999-2008
0713501000,broad beans & horse beans dried,1999-2008
0713509000,broad beans & horse beans dried,1999-2008
0713901000,other dried leguminus vegetables,1999-2008
0713909000,other dried leguminus vegetables,1999-2008
0714101100,manioc dried and sliced,1999-2008
0714101900,manioc dried and sliced,1999-2008
0714109000,manioc dried and sliced,1999-2008
0714200000,sweet potatoes,1999-2008
0714901000,sago pith,1999-2008
0714909000,other than sago pith,1999-2008
0801110000,coconut desiccated,1999-2008
0801190000,other coconut,1999-2008
0801210000,brazil nut in shell,1999-2008
0801220000,brazil nut shelled,1999-2008
0801310000,cashew nut in shell,1999-2008
0801320000,cashew nut shelled,1999-2008
0802110000,almonds in shell fresh or dried,1999-2008
0802120000,almonds shelled fresh or dried,1999-2008
0802210000,hazelnut / filberts in shell fresh or dried,1999-2008
0802220000,hazelnut / filberts shelled fresh or dried,1999-2008
0802310000,walnuts in shell fresh / dried,1999-2008
0802320000,walnuts shelled fresh / dried,1999-2008
0802400000,chesnuts in shell,1999-2008
0802500000,pictachios shelled,1999-2008
0802600000,other nuts in shell,1999-2008
0802901000,areca nuts shelled,1999-2008
0802909000,other nuts in shell,1999-2008
0803001000,"benanas, including plantains fresh",1999-2008
0803009000,"benanas, including plantains fresh",1999-2008
0804100000,dates fresh,1999-2008
0804200000,figs fresh,1999-2008
0804300000,pineapples fresh or dried,1999-2008
0804400000,avocados fresh or dried,1999-2008
0804501000,guavas fresh or chilled,1999-2008
0804502000,mangoes fresh or chilled,1999-2008
0804503000,mangoesteens fresh or chilled,1999-2008
0805100010,oranges fresh,1999-2008
0805100020,oranges dried,1999-2008
0805200000,mandarins fresh,1999-2008
0805400000,grapefruit fresh,1999-2008
0805500000,lemons fresh,1999-2008
0805900000,other citrus fruit fresh,1999-2008
0806100000,grapes fresh,1999-2008
0806200000,grapes dried,1999-2008
0807110000,watermelons fresh,1999-2008
0807190000,other melons fresh,1999-2008
0807201000,papaws (papayas) fresh,1999-2008
0807209000,papaws (papayas) fresh,1999-2008
0808100000,apples fresh,1999-2008
0808200000,pears and quinces fresh,1999-2008
0809100000,apricots fresh,1999-2008
0809200000,cherries fresh,1999-2008
0809300000,"peaches,including nectarines fresh",1999-2008
0809400000,plums and sloes fresh,1999-2008
0810100000,strawberries fresh,1999-2008
0810200000,"raspberries,blackberries,mulberriesand longanberries fresh",1999-2008
0810400000,"cranberries, bilberries and other fruits of the genus vaccinium fres",1999-2008
0810500000,kiwifruit fresh,1999-2008
0810600000,durian fresh,1999-2008
0810901000,other tropical fruits fresh,1999-2008
0810902000,other tropical fruits fresh,1999-2008
0810903000,other tropical fruits fresh,1999-2008
0810904010,other tropical fruits fresh,1999-2008
0810904020,other tropical fruits fresh,1999-2008
0810905000,other tropical fruits fresh,1999-2008
0810906000,other tropical fruits fresh,1999-2008
0810907000,other tropical fruits fresh,1999-2008
0810908000,"black, white or red currants and and gooseberries fresh",1999-2008
0810909000,other tropical fruits fresh,1999-2008
0811100000,strawberries uncooked or cooked by steaming or boring water,1999-2008
0811200000,"raspberries, blackberries, mulberries",1999-2008
0811900000,other fruit and nuts containingadded sugar,1999-2008
0812100000,cherries provisionally preserved,1999-2008
0812900000,other fruit and nut provisionally preserved,1999-2008
0813100000,apricots dried,1999-2008
0813200000,prunes dried,1999-2008
0813300000,apples dried,1999-2008
0813401000,tamarinds dried,1999-2008
0813402000,tamarinds dried,1999-2008
0813409000,tamarinds dried,1999-2008
0813501000,mixtures of nuts or dried fruits,1999-2008
0813502000,mixtures of nuts or dried fruits,1999-2008
0813509000,mixtures of nuts or dried fruits,1999-2008
0814000010,peel of citrus fruit or melons fresh or frozen,1999-2008
0814000020,peel of citrus fruit or melons fresh or frozen,1999-2008
0814000030,peel of citrus fruit or melons dried,1999-2008
0814000090,"peel of citrus fruit or melons other fresh, frozen or dried",1999-2008
0901111000,"coffee,not roasted not decaffeinaterobusta oib",1999-2008
0901119000,"other coffee,not roasted not decaffeinated",1999-2008
0901121000,"coffee,not roasted decaffeinate arabica wib",1999-2008
0901129000,"other coffee,not roasted decaffeinated",1999-2008
